COUNTY_ID,COUNTY,TOWN_ID,TOWN,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
10002,宜蘭縣,10002100,三星鄉,116.78,2.54,148.53,37.31,11.97,25.34,211.62,105Y12M
10002,宜蘭縣,10002110,大同鄉,118.34,3.23,9.25,38.41,25.71,12.7,49.38,105Y12M
10002,宜蘭縣,10002090,五結鄉,107.37,2.69,1020.32,32.09,12.51,19.59,156.59,105Y12M
10002,宜蘭縣,10002080,冬山鄉,105.64,2.79,667.78,35.46,15.94,19.51,122.38,105Y12M
10002,宜蘭縣,10002060,壯圍鄉,112.5,2.78,629.88,33.14,12.44,20.71,166.48,105Y12M
10002,宜蘭縣,10002010,宜蘭市,95.45,2.67,3261.26,38.4,19.56,18.84,96.29,105Y12M
10002,宜蘭縣,10002120,南澳鄉,110.19,3.08,8.02,40.84,28.8,12.05,41.85,105Y12M
10002,宜蘭縣,10002070,員山鄉,112.76,2.78,289.3,34.03,13.38,20.66,154.44,105Y12M
10002,宜蘭縣,10002040,頭城鎮,106.4,2.91,294.03,37.69,15.32,22.37,146.02,105Y12M
10002,宜蘭縣,10002050,礁溪鄉,108.78,2.59,354.42,36.51,14.6,21.91,150.07,105Y12M
10002,宜蘭縣,10002020,羅東鎮,90.22,2.76,6389.27,43.32,23.86,19.46,81.58,105Y12M
10002,宜蘭縣,10002030,蘇澳鎮,103.72,2.86,454.88,38.75,14.83,23.92,161.3,105Y12M
10015,花蓮縣,10015030,玉里鎮,113.94,2.78,98.03,44.13,16.13,28,173.56,105Y12M
10015,花蓮縣,10015070,光復鄉,113.67,2.59,82.95,42.96,13.03,29.93,229.63,105Y12M
10015,花蓮縣,10015050,吉安鄉,102.03,2.63,1281.92,30.48,13.96,16.52,118.31,105Y12M
10015,花蓮縣,10015110,秀林鄉,106.38,3.31,9.62,33.41,23.02,10.39,45.12,105Y12M
10015,花蓮縣,10015130,卓溪鄉,120.37,3.58,5.91,32.6,20.65,11.95,57.87,105Y12M
10015,花蓮縣,10015010,花蓮市,93.59,2.53,3571.43,39.93,21.14,18.79,88.85,105Y12M
10015,花蓮縣,10015100,富里鄉,119.02,2.63,59.86,47.3,14.93,32.37,216.82,105Y12M
10015,花蓮縣,10015040,新城鄉,106.23,2.64,689.37,34.04,16.79,17.25,102.72,105Y12M
10015,花蓮縣,10015090,瑞穗鄉,117.16,2.49,86.71,42.61,13.51,29.1,215.35,105Y12M
10015,花蓮縣,10015120,萬榮鄉,111.77,3.08,10.41,30.26,19.72,10.54,53.44,105Y12M
10015,花蓮縣,10015060,壽豐鄉,114.21,2.55,83.07,38.82,13.47,25.34,188.13,105Y12M
10015,花蓮縣,10015020,鳳林鎮,108.61,2.5,91.31,48.62,13.65,34.97,256.08,105Y12M
10015,花蓮縣,10015080,豐濱鄉,125.9,2.59,27.33,38.46,10.45,28.01,268.06,105Y12M
9020,金門縣,9020020,金沙鎮,97.95,3.25,493.13,29.62,11.97,17.65,147.44,105Y12M
9020,金門縣,9020010,金城鎮,99.83,3.35,1967.76,29.16,14.35,14.81,103.18,105Y12M
9020,金門縣,9020030,金湖鎮,101.56,3.3,691.51,28.63,14.07,14.56,103.49,105Y12M
9020,金門縣,9020040,金寧鄉,101.78,3.61,1005.09,24.06,11.25,12.82,113.97,105Y12M
9020,金門縣,9020050,烈嶼鄉,96.84,4.05,785.35,28.06,10.96,17.1,155.95,105Y12M
9020,金門縣,9020060,烏坵鄉,97.35,5.03,557.5,32.48,20,12.48,62.38,105Y12M
10008,南投縣,10008080,中寮鄉,119.04,2.67,102.85,42.7,12.17,30.53,250.93,105Y12M
10008,南投縣,10008130,仁愛鄉,107.05,3.19,12.33,38.47,24.43,14.03,57.43,105Y12M
10008,南投縣,10008110,水里鄉,110.16,2.52,168.61,40.73,13.17,27.56,209.25,105Y12M
10008,南投縣,10008060,名間鄉,110.84,3.11,471.99,38.51,14.3,24.22,169.39,105Y12M
10008,南投縣,10008040,竹山鎮,105.65,2.77,224.36,40.02,15.64,24.38,155.82,105Y12M
10008,南投縣,10008120,信義鄉,115.31,3.13,11.52,35.19,20.62,14.57,70.7,105Y12M
10008,南投縣,10008010,南投市,100.53,2.91,1410.01,37.08,17.28,19.8,114.62,105Y12M
10008,南投縣,10008020,埔里鎮,99.99,2.81,502.85,36.55,15.86,20.69,130.44,105Y12M
10008,南投縣,10008030,草屯鎮,102.29,2.98,946.15,35.09,16.25,18.84,115.95,105Y12M
10008,南投縣,10008100,國姓鄉,117.57,2.62,108.69,38.86,12.29,26.58,216.27,105Y12M
10008,南投縣,10008090,魚池鄉,110.89,2.81,133.09,41.93,13.78,28.14,204.14,105Y12M
10008,南投縣,10008070,鹿谷鄉,114.1,2.3,126.92,40.16,11.36,28.79,253.42,105Y12M
10008,南投縣,10008050,集集鎮,108.6,2.56,221.91,43,13.54,29.45,217.51,105Y12M
10013,屏東縣,10013080,九如鄉,107.31,3.18,525.55,33.8,14.29,19.5,136.46,105Y12M
10013,屏東縣,10013260,三地門鄉,101.68,3.32,39.01,32.77,19.29,13.48,69.9,105Y12M
10013,屏東縣,10013130,內埔鄉,107.05,2.97,674.13,35.9,13.38,22.52,168.34,105Y12M
10013,屏東縣,10013140,竹田鄉,112.61,3.08,596.8,37.38,11.46,25.91,226.04,105Y12M
10013,屏東縣,10013330,牡丹鄉,105.29,2.57,26.69,32.13,16.34,15.79,96.67,105Y12M
10013,屏東縣,10013230,車城鄉,116.68,2.51,175.34,43.96,14.16,29.79,210.35,105Y12M
10013,屏東縣,10013090,里港鄉,103.37,3.3,391.68,39.53,18.13,21.4,118.02,105Y12M
10013,屏東縣,10013210,佳冬鄉,108.11,2.82,635.45,39.65,12.33,27.32,221.63,105Y12M
10013,屏東縣,10013300,來義鄉,103.31,3.36,44.67,30.76,17.36,13.4,77.19,105Y12M
10013,屏東縣,10013250,枋山鄉,114.12,2.61,320.5,38.51,13.94,24.57,176.3,105Y12M
10013,屏東縣,10013160,枋寮鄉,110.34,2.91,430,38.17,13.47,24.69,183.27,105Y12M
10013,屏東縣,10013030,東港鎮,102.44,2.89,1632.43,36.48,19.22,17.27,89.86,105Y12M
10013,屏東縣,10013190,林邊鄉,105.3,2.7,1172.42,39.63,13.44,26.19,194.9,105Y12M
10013,屏東縣,10013060,長治鄉,108.61,2.99,756.13,32.46,12.2,20.26,166.05,105Y12M
10013,屏東縣,10013200,南州鄉,104.89,2.91,569.74,39.28,11.88,27.4,230.59,105Y12M
10013,屏東縣,10013010,屏東市,98.15,2.73,3099.02,34.45,15.77,18.69,118.5,105Y12M
10013,屏東縣,10013040,恆春鎮,105.04,2.67,225.08,38.21,18.96,19.26,101.59,105Y12M
10013,屏東縣,10013310,春日鄉,106.07,3.55,30.34,36.91,22.42,14.5,64.65,105Y12M
10013,屏東縣,10013180,崁頂鄉,102.85,3.56,509.05,46.91,27.45,19.46,70.88,105Y12M
10013,屏東縣,10013290,泰武鄉,110.56,3.95,44.36,35.62,23.07,12.55,54.41,105Y12M
10013,屏東縣,10013220,琉球鄉,122.28,2.8,1826.43,34.06,15.65,18.41,117.66,105Y12M
10013,屏東縣,10013110,高樹鄉,113.82,2.67,276,45.12,13.08,32.04,244.9,105Y12M
10013,屏東縣,10013150,新埤鄉,113.39,2.9,168.23,37.17,10.13,27.04,266.98,105Y12M
10013,屏東縣,10013170,新園鄉,107.59,3.03,931.33,33.04,12.94,20.1,155.36,105Y12M
10013,屏東縣,10013320,獅子鄉,107.35,3.12,16.04,30.74,17.25,13.49,78.18,105Y12M
10013,屏東縣,10013050,萬丹鄉,107.45,3.44,891.99,34.65,15.28,19.37,126.75,105Y12M
10013,屏東縣,10013120,萬巒鄉,109.4,3.17,339.35,38.13,13.33,24.8,186.02,105Y12M
10013,屏東縣,10013240,滿州鄉,120.24,2.6,55.18,34.97,11.75,23.22,197.66,105Y12M
10013,屏東縣,10013280,瑪家鄉,103.88,3.31,86.06,33.8,19.22,14.58,75.85,105Y12M
10013,屏東縣,10013020,潮州鎮,100.11,2.82,1289.16,33.43,14.7,18.74,127.5,105Y12M
10013,屏東縣,10013270,霧臺鄉,105.7,3.12,11.78,32.51,14.56,17.95,123.27,105Y12M
10013,屏東縣,10013070,麟洛鄉,108.41,2.94,684.19,34.67,10.33,24.34,235.76,105Y12M
10013,屏東縣,10013100,鹽埔鄉,108.21,3.34,407.14,34.78,14.16,20.62,145.68,105Y12M
10005,苗栗縣,10005130,三義鄉,111.14,3.01,242.46,38.28,17.5,20.77,118.7,105Y12M
10005,苗栗縣,10005160,三灣鄉,120.43,2.87,131.63,44.29,14.4,29.89,207.57,105Y12M
10005,苗栗縣,10005080,大湖鄉,113.12,2.79,165.9,44.02,15.8,28.22,178.64,105Y12M
10005,苗栗縣,10005090,公館鄉,109.17,3.21,478.78,39.16,17.52,21.63,123.44,105Y12M
10005,苗栗縣,10005040,竹南鎮,101.82,2.98,2263.36,39.01,24.07,14.94,62.06,105Y12M
10005,苗栗縣,10005140,西湖鄉,124.87,2.74,177.43,44.57,12.32,32.26,261.84,105Y12M
10005,苗栗縣,10005070,卓蘭鎮,109.19,2.9,230.78,41.63,15.34,26.29,171.33,105Y12M
10005,苗栗縣,10005110,南庄鄉,122.93,2.63,62.79,45.04,16.61,28.43,171.18,105Y12M
10005,苗栗縣,10005060,後龍鎮,111.59,3.13,491.39,41.32,17.49,23.82,136.2,105Y12M
10005,苗栗縣,10005010,苗栗市,99.96,2.9,2372.58,39.77,18.53,21.24,114.65,105Y12M
10005,苗栗縣,10005020,苑裡鎮,108.49,3.23,689.26,37.07,17.13,19.94,116.38,105Y12M
10005,苗栗縣,10005180,泰安鄉,115.4,3.03,9.65,35.7,18.1,17.6,97.22,105Y12M
10005,苗栗縣,10005030,通霄鎮,111.96,3.07,328.54,41.56,15.71,25.85,164.51,105Y12M
10005,苗栗縣,10005150,造橋鄉,111.13,3.19,274.3,37.72,15.46,22.26,143.98,105Y12M
10005,苗栗縣,10005170,獅潭鄉,127.5,2.6,56.34,50.77,11.52,39.25,340.64,105Y12M
10005,苗栗縣,10005100,銅鑼鄉,112.95,3,235.58,42.39,17.13,25.25,147.39,105Y12M
10005,苗栗縣,10005050,頭份市,101.93,3.04,1934.66,38.13,22.25,15.89,71.4,105Y12M
10005,苗栗縣,10005120,頭屋鄉,112.89,3.03,211.45,40.5,14.87,25.63,172.34,105Y12M
68000,桃園市,68000080,八德區,100.89,2.82,5722.8,32.77,19.39,13.38,69.04,105Y12M
68000,桃園市,68000060,大園區,105.05,2.76,997.32,33.85,19.98,13.88,69.47,105Y12M
68000,桃園市,68000030,大溪區,104.38,2.95,895.18,36.21,19.33,16.87,87.26,105Y12M
68000,桃園市,68000020,中壢區,97.5,2.73,5181.04,34.88,20.69,14.19,68.59,105Y12M
68000,桃園市,68000100,平鎮區,99.05,2.92,4640.25,33.05,20.41,12.64,61.91,105Y12M
68000,桃園市,68000010,桃園區,94.66,2.67,12476.6,34.44,21.46,12.98,60.46,105Y12M
68000,桃園市,68000130,復興區,119.84,2.98,31.91,37.95,22.05,15.9,72.11,105Y12M
68000,桃園市,68000110,新屋區,114.08,3.05,573.68,39.32,17.5,21.82,124.7,105Y12M
68000,桃園市,68000040,楊梅區,102,2.91,1839.7,34.14,20.73,13.41,64.69,105Y12M
68000,桃園市,68000090,龍潭區,100.88,2.93,1597.69,33.79,19.04,14.76,77.52,105Y12M
68000,桃園市,68000070,龜山區,99.85,2.58,2121.94,32.81,19.49,13.32,68.32,105Y12M
68000,桃園市,68000050,蘆竹區,98.97,2.79,2103.27,35.29,24.16,11.13,46.07,105Y12M
68000,桃園市,68000120,觀音區,109.28,2.96,745.11,35.4,19.61,15.79,80.53,105Y12M
64000,高雄市,64000050,三民區,94.04,2.53,17430.38,34.36,16.65,17.71,106.35,105Y12M
64000,高雄市,64000160,大社區,103.04,2.7,1302.06,29.65,13.8,15.86,114.9,105Y12M
64000,高雄市,64000140,大寮區,105.3,2.68,1580.21,29.3,13.73,15.57,113.36,105Y12M
64000,高雄市,64000150,大樹區,105.51,3.18,642.97,35.22,14.59,20.63,141.4,105Y12M
64000,高雄市,64000110,小港區,98.92,2.33,3810.67,30.89,17.09,13.8,80.71,105Y12M
64000,高雄市,64000170,仁武區,103.39,2.62,2331.49,29.54,16.73,12.82,76.62,105Y12M
64000,高雄市,64000350,內門區,118.06,2.89,154.18,40.21,11.47,28.74,250.58,105Y12M
64000,高雄市,64000320,六龜區,116.32,2.38,68.07,42.3,13.4,28.9,215.58,105Y12M
64000,高雄市,64000030,左營區,93.12,2.51,10160.61,35.86,20.3,15.56,76.64,105Y12M
64000,高雄市,64000270,永安區,101.16,2.44,620.81,31.97,15.47,16.5,106.62,105Y12M
64000,高雄市,64000220,田寮區,124.12,2.22,79.2,48.31,8.14,40.17,493.3,105Y12M
64000,高雄市,64000330,甲仙區,114.28,2.65,50.1,38.4,12.23,26.17,214.03,105Y12M
64000,高雄市,64000340,杉林區,120.95,2.54,117.31,42.29,12.13,30.16,248.65,105Y12M
64000,高雄市,64000380,那瑪夏區,106.8,3.68,12.38,35.07,26.32,8.76,33.28,105Y12M
64000,高雄市,64000190,岡山區,98.6,2.8,2036.69,35.37,18.02,17.35,96.31,105Y12M
64000,高雄市,64000130,林園區,102.91,2.73,2174.35,32.44,16.66,15.77,94.66,105Y12M
64000,高雄市,64000230,阿蓮區,101.94,3.09,840.44,34.66,15.95,18.7,117.23,105Y12M
64000,高雄市,64000070,前金區,92.18,2.16,14618.53,40.69,11.93,28.76,240.99,105Y12M
64000,高雄市,64000090,前鎮區,96.81,2.43,10002.88,35.65,15.76,19.89,126.18,105Y12M
64000,高雄市,64000310,美濃區,110.44,2.75,336.57,47.51,12.78,34.73,271.67,105Y12M
64000,高雄市,64000260,茄萣區,106.8,2.9,1929.4,34.5,13.82,20.68,149.71,105Y12M
64000,高雄市,64000360,茂林區,98.95,3.24,9.77,31.85,20.51,11.34,55.25,105Y12M
64000,高雄市,64000080,苓雅區,93.26,2.39,21208.39,38.94,15.23,23.71,155.7,105Y12M
64000,高雄市,64000370,桃源區,108.7,3.19,4.54,29.21,20.48,8.73,42.6,105Y12M
64000,高雄市,64000290,梓官區,106.25,2.88,3126.06,30.91,14.13,16.78,118.73,105Y12M
64000,高雄市,64000180,鳥松區,103.42,2.45,1799.92,29.83,12.1,17.73,146.61,105Y12M
64000,高雄市,64000250,湖內區,103.83,2.78,1481.83,32.97,14.62,18.34,125.41,105Y12M
64000,高雄市,64000060,新興區,92.8,2.26,26022.57,42.33,14.89,27.43,184.19,105Y12M
64000,高雄市,64000040,楠梓區,96.94,2.63,7040.72,33.45,19.09,14.36,75.2,105Y12M
64000,高雄市,64000240,路竹區,104.34,3.13,1094.4,38.34,19.13,19.21,100.44,105Y12M
64000,高雄市,64000020,鼓山區,93.72,2.41,9361.18,38.23,20.48,17.75,86.71,105Y12M
64000,高雄市,64000300,旗山區,107.39,2.71,394.68,42.59,14.41,28.18,195.63,105Y12M
64000,高雄市,64000100,旗津區,107.24,2.6,19740.42,32.83,14.05,18.78,133.7,105Y12M
64000,高雄市,64000120,鳳山區,96.45,2.58,13370.01,33.38,17.87,15.51,86.75,105Y12M
64000,高雄市,64000200,橋頭區,103.44,2.79,1443.76,34.78,14.99,19.8,132.08,105Y12M
64000,高雄市,64000210,燕巢區,112.27,2.87,458.14,34.95,13.85,21.1,152.33,105Y12M
64000,高雄市,64000280,彌陀區,106.17,2.88,1323.32,36.05,16.22,19.84,122.31,105Y12M
64000,高雄市,64000010,鹽埕區,98.16,2.28,17413.32,39.47,11.99,27.49,229.35,105Y12M
10017,基隆市,10017020,七堵區,101.37,2.55,961.56,32.19,15.02,17.17,114.35,105Y12M
10017,基隆市,10017050,中山區,103.18,2.5,4572.02,31.25,11.99,19.26,160.7,105Y12M
10017,基隆市,10017010,中正區,104.59,2.33,5148.16,33.26,12.71,20.55,161.74,105Y12M
10017,基隆市,10017040,仁愛區,97.56,2.34,10634.46,46.03,20.52,25.5,124.24,105Y12M
10017,基隆市,10017060,安樂區,98.35,2.49,4550.01,31.51,15.35,16.16,105.22,105Y12M
10017,基隆市,10017070,信義區,98.67,2.46,4860.83,30.56,12.29,18.27,148.59,105Y12M
10017,基隆市,10017030,暖暖區,101.22,2.47,1682.43,29.4,14.04,15.36,109.36,105Y12M
9007,連江縣,9007020,北竿鄉,126.47,4.49,236.77,29,13.81,15.19,109.96,105Y12M
9007,連江縣,9007040,東引鄉,147.54,4.03,343.95,26.89,17.38,9.51,54.75,105Y12M
9007,連江縣,9007010,南竿鄉,128.83,4.83,709.81,31.03,18.21,12.82,70.37,105Y12M
9007,連江縣,9007030,莒光鄉,148.73,5.52,332.34,26.68,11.19,15.49,138.41,105Y12M
10009,雲林縣,10009110,二崙鄉,115.41,3.08,462,46.65,15.5,31.15,200.93,105Y12M
10009,雲林縣,10009190,口湖鄉,113.64,2.94,348.91,39.07,13.58,25.49,187.74,105Y12M
10009,雲林縣,10009050,土庫鎮,109.21,3.14,597.19,44.82,18.15,26.66,146.87,105Y12M
10009,雲林縣,10009080,大埤鄉,115.92,2.9,432.91,43.96,15.36,28.6,186.24,105Y12M
10009,雲林縣,10009170,元長鄉,120.21,2.83,368.24,47.08,13.61,33.47,245.96,105Y12M
10009,雲林縣,10009010,斗六市,99.46,2.86,1156.71,36.61,19.05,17.55,92.13,105Y12M
10009,雲林縣,10009020,斗南鎮,103.45,2.86,939.28,38.82,16.33,22.49,137.7,105Y12M
10009,雲林縣,10009200,水林鄉,121,2.6,357.34,48.96,13.63,35.33,259.14,105Y12M
10009,雲林縣,10009060,北港鎮,107.53,2.55,979.71,43.11,17.47,25.65,146.84,105Y12M
10009,雲林縣,10009070,古坑鄉,111.4,2.92,192.04,43,14.66,28.34,193.32,105Y12M
10009,雲林縣,10009180,四湖鄉,119.02,2.73,313.17,41.67,11.59,30.08,259.51,105Y12M
10009,雲林縣,10009040,西螺鎮,102.48,3.19,935.71,45.18,20.52,24.66,120.15,105Y12M
10009,雲林縣,10009140,東勢鄉,122.94,2.65,312.68,43.66,13,30.66,235.89,105Y12M
10009,雲林縣,10009100,林內鄉,109.27,3.09,490.73,40.28,16.15,24.13,149.36,105Y12M
10009,雲林縣,10009030,虎尾鎮,102.77,2.86,1030.16,41,20.65,20.35,98.56,105Y12M
10009,雲林縣,10009120,崙背鄉,112.55,2.94,428.89,44.63,16.44,28.19,171.48,105Y12M
10009,雲林縣,10009130,麥寮鄉,101.37,3.18,562.9,37.54,22.67,14.87,65.58,105Y12M
10009,雲林縣,10009090,莿桐鄉,110.84,3.12,572.05,39.58,16.01,23.57,147.27,105Y12M
10009,雲林縣,10009160,臺西鄉,115.33,2.77,447.56,39.55,13.15,26.4,200.7,105Y12M
10009,雲林縣,10009150,褒忠鄉,116.78,2.96,355.33,42.02,14.8,27.22,183.97,105Y12M
65000,新北市,65000230,八里區,99.27,2.67,966.42,29.48,15.84,13.64,86.08,105Y12M
65000,新北市,65000210,三芝區,105.53,2.48,354.12,34.41,13.78,20.62,149.67,105Y12M
65000,新北市,65000020,三重區,97.15,2.59,23814.49,31.83,15.86,15.97,100.65,105Y12M
65000,新北市,65000090,三峽區,100.76,2.72,596.39,34.38,20.56,13.82,67.24,105Y12M
65000,新北市,65000130,土城區,97.56,2.76,8068.94,27.24,15.96,11.28,70.69,105Y12M
65000,新北市,65000030,中和區,95.01,2.52,20565.23,32.5,14.88,17.62,118.36,105Y12M
